Name;A;B;C;D;E;F;median dnds;annotation;pvalA;pvalB;pvalC;pvalD;pvalE;pvalF;medianPval;pvalAD;pvalBE;pvalCF;Role;go;go_link;mean_js;mean_jsA;mean_jsB;mean_jsC;mean_jsD;mean_jsE;mean_jsF;mean_gapA;mean_gapB;mean_gapC;mean_gapD;mean_gapE;mean_gapF;mean_repA;mean_repB;mean_repC;mean_repD;mean_repE;mean_repF;dnds_gap_correctedA;dnds_gap_correctedB;dnds_gap_correctedC;dnds_gap_correctedD;dnds_gap_correctedE;dnds_gap_correctedF;abA;abB;abC;abD;abE;abF;top_abundant;isSignificant;meanRep;meanPval
TIGR03347;2.375;1.848484848;1.96835443;NA;NA;NA;1.96835443;VI_chp_1: type VI secretion protein. VC_A0111 family;0.041643053;0.054607919;0.007567229;NA;NA;NA;0.041643053;1;1;1;97;GO:0008565;NULL;NA;0.500694201;0.672609231;0.631861645;NA;NA;NA;0.382899628;0.160535117;0.386385066;NA;NA;NA;0.43866171;0.52173913;0.331564987;NA;NA;NA;2.375;1.848484848;1.96835443;NA;NA;NA;2;2;3;1;0;1;FALSE;TRUE;0.430655276;0.034606067
TIGR01766;1.583184258;1.52244898;1.673972603;1.475750577;1.769230769;1.489451477;1.552816619;tspaseT_teng_C: transposase. IS605 OrfB family;0.093919263;0.435212022;0.078984386;0.914562232;0.129596949;0.892480703;;1;1;1;154;GO:0004803;NULL;NA;0.332757241;0.398172731;0.273152378;0.271341006;0.359935149;0.255519167;0.722702069;0.762157808;0.659266649;0.634681824;0.544277985;0.592285682;0.060344828;0.076923077;0.081081081;0.257861635;0.276119403;0.113636364;1.583184258;1.52244898;1.673972603;1.475750577;1.769230769;1.489451477;32;31;25;35;14;29;FALSE;FALSE;0.144327731;0.424125926
TIGR01807;1.402597403;1.350724638;1.111111111;1.524590164;1.518518519;1.222222222;1.376661021;CM_P2: chorismate mutase;1;1;1;0.958597685;1;1;;1;1;1;70;NA;NA;NA;0.528651478;0.546593644;0.59772792;0.730990783;0.700664068;0.541389278;0.3;0.649902819;0.3392;0.056521739;0.216101695;0.273767732;NA;0.111702128;NA;0.113043478;0.127118644;0.134020619;1.402597403;1.350724638;1.111111111;1.524590164;1.518518519;1.222222222;4;11;4;2;2;9;FALSE;FALSE;0.121471217;0.993099614
TIGR02608;1.871151653;1.699186992;1.684410646;1.801749271;1.9;1.844387755;1.823068513;delta_60_rpt: delta-60 repeat domain;3.24E-10;0.078245652;0.127706524;0.005198961;0.687839934;0.001690079;0.041722306;1;1;1;NA;NA;NA;NA;0.345412533;0.380728158;0.441294472;0.362152691;0.61982767;0.32853474;0.697859008;0.534649789;0.37189441;0.58500747;0.296116505;0.458425723;0.778067885;0.478947368;0.211180124;0.417670683;0.223300971;0.531791908;1.871151653;1.699186992;1.684410646;1.801749271;1.9;1.844387755;25;12;8;11;2;13;FALSE;TRUE;0.440159823;0.150113525
TIGR01840;2.140350877;NA;1.595744681;NA;NA;1.949152542;1.949152542;esterase_phb: esterase. PHB depolymerase family;0.033060002;NA;0.916658033;NA;NA;0.042418752;0.042418752;1;1;1;177;NA;NA;NA;0.460916701;NA;0.762921476;NA;NA;0.559053201;0.42955366;NA;0.396946565;NA;NA;0.375297878;NA;NA;0.27735369;NA;NA;0.082733813;2.140350877;NA;1.595744681;NA;NA;1.949152542;3;1;2;1;0;3;FALSE;TRUE;0.180043751;0.330712262
TIGR01845;2.016393443;1.496415771;NA;NA;NA;NA;1.756404607;outer_NodT: efflux transporter. outer membrane factor (OMF) lipoprotein. NodT family;0.006208062;0.57040899;NA;NA;NA;NA;;0.206290896;1;1;96;GO:0006810;NULL;NA;0.730084821;0.63969398;NA;NA;NA;NA;0.047808765;0.1745;NA;NA;NA;NA;0.486055777;0.57;NA;NA;NA;NA;2.016393443;1.496415771;NA;NA;NA;NA;2;4;1;0;0;0;FALSE;TRUE;0.528027888;0.288308526
TIGR00803;NA;NA;NA;NA;NA;NA;#ZAHL!;nst: UDP-galactose transporter;0.047384452;NA;NA;NA;NA;NA;0.047384452;1;1;1;NA;NA;NA;NA;0.484998676;NA;NA;NA;NA;NA;0.472426471;NA;NA;NA;NA;NA;0.110294118;NA;NA;NA;NA;NA;3.857142857;NA;NA;NA;NA;NA;2;0;0;1;1;0;FALSE;TRUE;0.110294118;0.047384452
TIGR01901;1.358445678;1.382191781;1.269072165;1.323529412;1.541589649;1.412253375;1.37031873;adhes_NPXG: filamentous hemagglutinin family N-terminal domain;1;1;1;1;0.86965589;1;;1;0.353304501;1;NA;NA;NA;NA;0.225528746;0.316062937;0.302509466;0.164666756;0.209422629;0.224001339;0.818977523;0.814633545;0.845054965;0.757778356;0.676078229;0.739284732;0.388379205;0.584656085;0.582366589;0.288888889;0.251428571;0.611607143;1.358445678;1.382191781;1.269072165;1.323529412;1.541589649;1.412253375;106;55;67;109;45;80;FALSE;FALSE;0.45122108;0.978275982
TIGR01905;2.157200811;2.262910798;2.129310345;2.105022831;2.347826087;2.208661417;2.182931114;paired_CXXCH_1: doubled CXXCH domain;3.23E-27;9.48E-23;7.51E-14;3.20E-19;3.02E-13;1.60E-13;;1;0.532741488;1;NA;NA;NA;NA;0.326815699;0.267501007;0.238511951;0.279567157;0.329199305;0.229198497;0.798169545;0.603889329;0.653636951;0.71854;0.699089733;0.68300578;0.636363636;0.489932886;0.542682927;0.730964467;0.679144385;0.572254335;2.157200811;2.262910798;2.129310345;2.105022831;2.347826087;2.208661417;73;41;42;66;29;38;FALSE;TRUE;0.608557106;8.94E-14
TIGR02170;1.776595745;NA;2.530120482;2.555555556;NA;NA;2.530120482;thyX: thymidylate synthase. flavin-dependent;0.17221338;NA;8.85E-05;0.014973427;0.082536955;NA;0.048755191;1;1;0.597157601;123;GO:0009265;NULL;NA;0.705574128;NA;0.646887577;0.502293415;0.430125349;NA;0.15106383;NA;0.230375427;0.387323944;0.488372093;NA;NA;NA;NA;0.059859155;0.348837209;NA;1.776595745;NA;2.530120482;2.555555556;12;NA;2;1;2;2;2;1;FALSE;TRUE;0.204348182;0.067453068
TIGR01944;0.855555556;1.070175439;0.728571429;1.131147541;1.285714286;1.234375;1.10066149;rnfB: electron transport complex. RnfABCDGE type. B subunit;1;1;1;1;1;1;;1;0.710154785;1;112;GO:0006118;NULL;NA;0.260116056;0.33251361;0.346638414;0.251621577;0.279788012;0.260503069;0.663417277;0.660277659;0.69852467;0.730158423;0.645467836;0.670634921;0.417840376;0.356097561;0.343612335;0.401433692;0.157894737;0.306878307;0.855555556;1.070175439;0.728571429;1.131147541;1.285714286;1.234375;25;13;22;14;8;7;FALSE;FALSE;0.330626168;1
TIGR01951;1.689393939;1.265873016;1.528957529;1.739130435;1.5375;2.071428571;1.61344697;nusB: transcription antitermination factor NusB;0.060902852;1;0.754975691;0.312270175;0.991562342;0.058731433;;0.719246036;1;0.900425579;165;GO:0006355;NULL;NA;0.426877277;0.501922367;0.461471375;0.592830571;0.468640761;0.631260855;0.548660714;0.339497041;0.36319375;0.342857143;0.387681196;0.207977436;0.178571429;NA;NA;NA;0.494565217;NA;1.689393939;1.265873016;1.528957529;1.739130435;1.5375;2.071428571;10;7;9;4;6;3;FALSE;FALSE;0.336568323;0.529740415
TIGR01954;1.108655617;0.947257384;1.216335541;1.118790497;1.37398374;1.046948357;1.113723057;nusA_Cterm_rpt: transcription termination factor NusA. C-terminal duplication;1;1;1;1;1;1;;1;1;1;165;NA;NA;NA;0.300222405;0.443973554;0.38778711;0.337148082;0.324227632;0.312000284;0.619014873;0.740003802;0.682002202;0.749192831;0.626370921;0.624114184;0.272151899;0.454545455;0.555045872;0.433789954;0.546052632;0.141843972;1.108655617;0.947257384;1.216335541;1.118790497;1.37398374;1.046948357;39;34;30;33;16;31;FALSE;FALSE;0.40057163;1
TIGR01965;1.467562461;1.551790281;1.510053449;1.44384024;1.511474135;1.538075496;1.510763792;VCBS_repeat: VCBS repeat;0.131457385;0.000391772;0.076603693;1;1;0.053084732;;1;0.532741488;0.450763031;NA;NA;NA;NA;0.156343725;0.441606051;0.354929988;0.11649919;0.15086374;0.133196532;0.86904298;0.947275895;0.92169561;0.839947877;0.849522281;0.861586342;0.817155756;0.861247947;0.782926829;0.684357542;0.647214854;0.800475059;1.467562461;1.551790281;1.510053449;1.44384024;1.511474135;1.538075496;401;246;309;468;223;391;FALSE;TRUE;0.765562998;0.37692293
TIGR02001;1.660344828;1.580717489;1.651315789;1.593052109;1.661417323;1.51536643;1.622183949;gcw_chp: conserved hypothetical protein;0.010112583;0.177812359;0.159409227;0.257109387;0.64774813;0.780548227;;1;1;1;NA;NA;NA;NA;0.183993631;0.252076532;0.234584514;0.23435019;0.211572941;0.169199541;0.775813084;0.788982755;0.795406944;0.773829651;0.771507353;0.763622324;0.585014409;0.70783848;0.650462963;0.4;0.444852941;0.614678899;1.660344828;1.580717489;1.651315789;1.593052109;1.661417323;1.51536643;47;35;24;40;19;39;FALSE;TRUE;0.567141282;0.338789986
TIGR02050;1.534246575;1.901785714;2.161073826;NA;NA;NA;1.901785714;gshA_cyan_rel: carboxylate-amine ligase. YbdK family;0.764639164;0.047488891;0.00028275;NA;NA;NA;;1;1;0.524899586;NA;GO:0016881;NULL;NA;0.61464375;0.573814816;0.613530683;NA;NA;NA;0.230603448;0.280273265;0.267384532;NA;NA;NA;NA;0.424489796;0.654676259;NA;NA;NA;1.534246575;1.901785714;2.161073826;NA;NA;NA;2;3;3;1;0;0;FALSE;TRUE;0.539583027;0.270803602
TIGR02097;0.695530726;0.868613139;0.79704797;0.60738255;1.085889571;0.722222222;0.759635096;yccV: hemimethylated DNA binding domain;1;1;1;1;1;1;;1;0.009745764;1;NA;NA;NA;NA;0.283488092;0.310294615;0.344493471;0.312374296;0.317925203;0.280709557;0.63658145;0.608654538;0.602053636;0.646768444;0.660810811;0.680651835;NA;NA;NA;NA;NA;NA;0.695530726;0.868613139;0.79704797;0.60738255;1.085889571;0.722222222;41;21;28;39;20;28;FALSE;FALSE;-1;1
TIGR01614;NA;NA;2.571428571;2.705882353;2.650793651;2.161290323;2.611111111;PME_inhib: pectinesterase inhibitor domain;NA;NA;0.015547379;0.083660109;0.000816499;0.177925193;0.049603744;1;1;1;NA;NA;NA;NA;NA;NA;0.687696667;0.594249531;0.46915493;0.553819597;NA;NA;0.152380952;0.411458333;0.454264372;0.318791946;NA;NA;NA;NA;0.23255814;0.11409396;NA;NA;2.571428571;2.705882353;2.650793651;2.161290323;1;0;2;2;3;2;FALSE;TRUE;0.17332605;0.069487295
TIGR02106;1.541666667;1.574468085;1.175438596;1.219512195;0.658536585;1.527272727;1.373392461;cyd_oper_ybgT: cyd operon protein YbgT;0.686323045;0.735594143;1;1;1;0.862623901;;1;1;1;112;GO:0016682;NULL;NA;0.520089412;0.492307925;0.500495957;0.432430656;0.47574375;0.492697885;0.291101373;0.3482;0.320668511;0.396721311;0.471353281;0.344872308;NA;NA;NA;NA;NA;NA;1.541666667;1.574468085;1.175438596;1.219512195;0.658536585;1.527272727;12;11;13;19;5;10;FALSE;FALSE;-1;0.880756848
TIGR02107;1.5;2;1.984126984;1.755555556;1.918918919;1.819672131;1.869295525;PQQ_syn_pqqA: coenzyme PQQ precursor peptide PqqA;0.871879966;0.474619647;0.119582299;0.28804289;0.469488412;0.329867781;;1;1;1;76;GO:0003824;NULL;NA;0.482934559;0.625428413;0.469753913;0.371595733;0.558470244;0.511561017;0.547794118;0.428573175;0.333333478;0.510768933;0.321138537;0.469491525;NA;0.174603175;NA;NA;NA;NA;1.5;2;1.984126984;1.755555556;1.918918919;1.819672131;7;3;7;12;5;9;FALSE;FALSE;0.174603175;0.425580166
TIGR02115;1.139720559;1.086956522;1.441509434;1.288546256;1.334883721;1.147342995;1.217944626;potass_kdpF: K+-transporting ATPase. F subunit;1;1;1;1;1;1;;1;1;0.918728892;145;GO:0006813;NULL;NA;0.348603651;0.361227288;0.369769231;0.48119959;0.407062;0.353154063;0.520923333;0.489830508;0.406947308;0.737248689;0.4804345;0.507978594;NA;NA;NA;NA;NA;NA;1.139720559;1.086956522;1.441509434;1.288546256;1.334883721;1.147342995;44;38;26;49;21;40;FALSE;FALSE;-1;1
TIGR02116;1.041044776;1.081920904;1.09178744;1.078853047;1.2875;1.03180212;1.080386976;toxin_Txe_YoeB: addiction module toxin. Txe/YoeB family;1;1;1;1;1;1;;1;0.800877428;1;94;GO:0008219;NULL;NA;0.322842824;0.442864815;0.445239063;0.417930989;0.399200408;0.352916226;0.552250458;0.427983333;0.399305417;0.407205275;0.440631224;0.523336981;NA;NA;NA;NA;NA;NA;1.041044776;1.081920904;1.09178744;1.078853047;1.2875;1.03180212;25;16;11;17;9;17;FALSE;FALSE;-1;1
TIGR03344;1.94047619;NA;1.68627451;2.333333333;1.352941176;2.111111111;1.94047619;VI_effect_Hcp1: type VI secretion system effector. Hcp1 family;0.052496329;NA;0.291048533;0.000396112;1;0.025712955;0.052496329;0.69038648;1;1;187;GO:0003674;NULL;NA;0.545977171;NA;0.439273781;0.430972115;0.389029401;0.515916071;0.322368421;NA;0.585958856;0.463141026;0.557882814;0.355357143;0.394736842;NA;NA;0.147435897;0.22754491;NA;1.94047619;NA;1.68627451;2.333333333;1.352941176;2.111111111;4;1;9;8;6;4;FALSE;TRUE;0.25657255;0.273930786
TIGR03141;1.724946695;1.618618619;1.767386091;1.73297491;1.666666667;1.688385269;1.706665982;cytochro_ccmD: heme exporter protein CcmD;0.003277101;0.149559033;0.005072287;0.003421038;0.519540678;0.10108045;0.053076368;1;1;1;NA;NA;NA;NA;0.283371443;0.316032174;0.307497769;0.252176196;0.329373704;0.284667667;0.563573918;0.483043478;0.610881074;0.520851957;0.481481728;0.525589111;0.154639175;0.163043478;NA;NA;NA;NA;1.724946695;1.618618619;1.767386091;1.73297491;1.666666667;1.688385269;36;23;32;46;14;24;FALSE;TRUE;0.158841327;0.130325098
TIGR01484;1.454081633;1.781914894;1.829608939;1.990384615;NA;1.85620915;1.829608939;HAD-SF-IIB: HAD hydrolase. family IIB;0.803456797;0.047488891;0.001918686;0.000995748;0.888204236;0.060055387;0.053772139;1;1;0.646724929;703;GO:0008152;NULL;NA;0.231073649;0.398162325;0.264582937;0.251424467;0.332507732;0.300206172;0.758857405;0.647993221;0.696112831;0.749556213;0.610824742;0.706403241;0.478378378;0.403361345;0.521164021;0.411242604;0.097938144;0.489655172;1.454081633;1.781914894;1.829608939;1.990384615;2;1.85620915;26;12;22;19;4;12;FALSE;TRUE;0.400289944;0.300353291
TIGR02681;1.304347826;2.134615385;2.086419753;NA;NA;NA;2.086419753;phage_pRha: phage regulatory protein. Rha family;1;0.058396551;0.025460969;NA;NA;NA;0.058396551;1;1;1;152;NA;NA;NA;0.441094667;0.522234286;0.554953893;NA;NA;NA;0.477778667;0.390477929;0.34675443;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.304347826;2.134615385;2.086419753;NA;NA;NA;2;3;3;0;1;0;FALSE;TRUE;-1;0.36128584
TIGR02148;1.541300527;1.769736842;1.568181818;1.236263736;1.450704225;1.255850234;1.496002376;Fibro_Slime: fibro-slime domain;0.223243638;0.089969391;0.674289031;1;1;1;;1;0.318567046;1;NA;NA;NA;NA;0.277629561;0.38758733;0.302684438;0.264698683;0.300761862;0.397434057;0.679917588;0.626671648;0.647547022;0.77180548;0.739542024;0.814574264;0.364035088;NA;0.224719101;0.37366548;0.198380567;0.757105943;1.541300527;1.769736842;1.568181818;1.236263736;1.450704225;1.255850234;40;16;17;56;24;41;FALSE;FALSE;0.383581236;0.664583677
TIGR02157;0.861788618;0.650793651;0.981927711;0.823943662;0.851851852;0.977777778;0.856820235;PA_CoA_Oxy2: phenylacetate-CoA oxygenase. PaaH subunit;1;1;1;1;1;1;;1;1;0.224206406;184;GO:0010124;NULL;NA;0.643742039;0.48900188;0.556043627;0.48424;0.596423404;0.515123269;0.27961165;0.414055385;0.267156863;0.411036036;0.308511277;0.355768365;NA;NA;NA;NA;NA;0.230769231;0.861788618;0.650793651;0.981927711;0.823943662;0.851851852;0.977777778;5;9;8;8;3;6;FALSE;FALSE;0.230769231;1
TIGR02167;1.970238095;1.470588235;1.629139073;1.834532374;1.526717557;1.696335079;1.662737076;Liste_lipo_26: bacterial surface protein 26-residue repeat;5.72E-06;1;0.461822093;0.074401304;1;0.23288454;;0.16222254;1;1;NA;NA;NA;NA;0.437022654;0.493911398;0.414111515;0.475852632;0.468532981;0.423564824;0.630192037;0.40023914;0.541666667;0.340643289;0.448718558;0.718302275;0.598765432;0.720430108;0.78030303;0.605263158;0.721153846;0.580392157;1.970238095;1.470588235;1.629139073;1.834532374;1.526717557;1.696335079;20;9;9;9;7;11;FALSE;TRUE;0.667717955;0.461518944
TIGR01493;1.465053763;1.933774834;1.802139037;1.723247232;1.745454545;1.895622896;1.773796791;HAD-SF-IA-v2: HAD hydrolase. family IA. variant 2;0.75910389;8.76E-05;0.051552908;0.068661043;0.662186412;0.00208329;0.060106975;1;0.548668981;0.597157601;NA;NA;NA;NA;0.251536154;0.236926601;0.243203855;0.242755708;0.301535745;0.290519358;0.69656451;0.700503518;0.721174046;0.69282325;0.645897181;0.686792;0.181818182;0.541501976;0.095419847;0.366666667;0.04787234;0.260377358;1.465053763;1.933774834;1.802139037;1.723247232;1.745454545;1.895622896;22;20;17;18;6;17;FALSE;TRUE;0.248942729;0.257279196
TIGR02174;1.161290323;1.448430493;1.177865613;1.135416667;1.470930233;1.549382716;1.313148053;CXXU_selWTH: selT/selW/selH selenoprotein domain;1;1;1;1;1;0.780548227;;1;0.244982841;1;NA;NA;NA;NA;0.438509184;0.473032886;0.426397724;0.388900971;0.409834;0.389358056;0.431122143;0.598573826;0.437398211;0.442514563;0.405262632;0.49382713;NA;NA;NA;NA;NA;NA;1.161290323;1.448430493;1.177865613;1.135416667;1.470930233;1.549382716;11;15;13;17;13;12;FALSE;FALSE;-1;0.963424705
TIGR02181;1.483516484;1.417910448;1.474358974;1.268965517;1.3;1.59375;1.446134711;GRX_bact: glutaredoxin 3;0.846614981;1;1;1;1;0.862749184;;1;1;1;112;GO:0015036;NULL;NA;0.670835169;0.636939266;0.706540337;0.5847056;0.676401327;0.725043494;0.109550562;0.244648165;0.06741573;0.1933333;0.194690265;0.090361446;NA;NA;NA;NA;NA;NA;1.483516484;1.417910448;1.474358974;1.268965517;1.3;1.59375;4;3;3;6;2;1;FALSE;FALSE;-1;0.951560694
TIGR02209;1.590163934;1.530973451;1.606896552;1.85;2.25;1.481283422;1.598530243;ftsL_broad: cell division protein FtsL;0.285723817;0.642941776;0.322094697;0.085123327;0.110971034;1;;1;1;1;93;GO:0000910;NULL;NA;0.343037037;0.490684262;0.396919043;0.448340097;0.57068449;0.430916034;0.468055556;0.374813934;0.411442348;0.416262136;0.288265306;0.46048819;NA;0.180327869;NA;NA;NA;NA;1.590163934;1.530973451;1.606896552;1.85;2.25;1.481283422;18;10;19;8;4;10;FALSE;FALSE;0.180327869;0.407809109
TIGR02215;1.228070175;1.283464567;1.486238532;1.19047619;1.173913043;1.121212121;1.209273183;phage_chp_gp8: phage conserved hypothetical protein. phiE125 gp8 family;1;1;1;1;1;1;;1;1;1;152;NA;NA;NA;0.192852385;0.227753867;0.252697577;0.244034059;0.19986665;0.194567534;0.781265769;0.723457289;0.694032952;0.683498267;0.72678515;0.743339821;0.446153846;0.128888889;0.286343612;0.059405941;0.52;0.076233184;1.228070175;1.283464567;1.486238532;1.19047619;1.173913043;1.121212121;29;25;19;12;12;17;FALSE;FALSE;0.252837579;1
TIGR02226;1.353206413;1.481561822;1.411177645;1.400657895;1.410169492;1.494152047;1.410673569;two_anch: N-terminal double-transmembrane domain;1;0.523766825;1;1;1;0.780548227;;1;1;0.624013157;704;NA;NA;NA;0.271552848;0.204395492;0.203511257;0.185014508;0.212149013;0.219548756;0.824053742;0.727944922;0.714501728;0.732271088;0.655972237;0.758631378;0.407284768;0.113989637;0.22513089;0.139896373;0.131578947;0.48;1.353206413;1.481561822;1.411177645;1.400657895;1.410169492;1.494152047;143;66;76;121;59;95;FALSE;FALSE;0.249646769;0.884052509
TIGR02227;1.355357143;1.504587156;1.088305489;1.652741514;1.817204301;1.341232227;1.42997215;sigpep_I_bact: signal peptidase I;1;0.677316587;1;0.102916153;0.115549659;1;;0.805199041;0.057786538;1;97;GO:0006465;NULL;NA;0.123703571;0.181740696;0.159239795;0.130899326;0.159215859;0.14778895;0.835936875;0.797419944;0.784887193;0.812752669;0.766683945;0.827261942;0.368303571;0.292479109;0.403508772;0.233146067;0.125;0.296587927;1.355357143;1.504587156;1.088305489;1.652741514;1.817204301;1.341232227;155;95;86;138;54;105;FALSE;FALSE;0.286504241;0.649297067
TIGR00242;2.017857143;0.338983051;NA;2.266666667;2.320754717;NA;2.142261905;TIGR00242: protein MraZ;0.078936547;1;NA;0.043320904;0.040514759;NA;0.061128726;0.084798617;1;1;157;NA;NA;NA;0.686065772;0.822472806;NA;0.669785646;0.709802239;NA;0.127516779;0.007194245;NA;0.153061224;0.085820896;NA;0.10738255;0.122302158;NA;0.149659864;NA;NA;2.017857143;0.338983051;NA;2.266666667;2.320754717;NA;2;2;1;2;2;0;FALSE;TRUE;0.126448191;0.290693053
TIGR02229;1.47566064;1.39275766;1.369747899;1.346846847;1.346774194;1.343007916;1.358297373;caa3_sub_IV: caa(3)-type oxidase. subunit IV;0.550184761;1;1;1;1;1;;1;1;1;112;NA;NA;NA;0.243739409;0.287566712;0.295577407;0.253223534;0.331343214;0.355202411;0.693353387;0.618721918;0.586492741;0.588577293;0.588423714;0.607091915;0.188172043;NA;NA;NA;0.257142857;0.34751773;1.47566064;1.39275766;1.369747899;1.346846847;1.346774194;1.343007916;47;29;28;52;26;30;FALSE;FALSE;0.264277544;0.925030794
TIGR02232;2.067464358;2.41233244;2.325518485;2.145744946;2.206326384;2.249356002;2.227841193;myxo_disulf_rpt: Myxococcus cysteine-rich repeat;1.52E-84;8.79E-87;8.50E-81;1.14E-95;9.72E-62;2.37E-109;;1;0.154332216;0.10818818;NA;NA;NA;NA;0.191588453;0.188379717;0.144164221;0.203793429;0.163496535;0.189905133;0.818061871;0.813808905;0.742170854;0.87073581;0.773348904;0.841578466;0.694244604;0.512367491;0.447236181;0.557142857;0.539473684;NA;2.067464358;2.41233244;2.325518485;2.145744946;2.206326384;2.249356002;333;159;189;361;220;310;FALSE;TRUE;0.550092964;1.62E-62
TIGR02603;1.930952381;1.741935484;1.744274809;1.944723618;1.967741935;1.666666667;1.837613595;CxxCH_TIGR02603: putative heme-binding domain;1.93E-06;0.081203522;0.049897229;0.003421038;0.468201074;0.728124757;0.065550376;0.87404945;1;1;NA;NA;NA;NA;0.422519514;0.711233447;0.588164152;0.39589625;0.611644571;0.700245392;0.412890324;0.719672041;0.640768402;0.402778819;0.233333333;0.166666667;NA;0.474852071;0.810916179;0.159722222;NA;NA;1.930952381;1.741935484;1.744274809;1.944723618;1.967741935;1.666666667;13;6;7;8;2;2;FALSE;TRUE;0.481830158;0.221808259
TIGR00377;2.014641288;1.627737226;1.719008264;2.328282828;1.887931034;1.995283019;1.941607027;ant_ant_sig: anti-anti-sigma factor;4.95E-13;0.181564458;0.291048533;9.04E-15;0.12980998;0.001590273;0.065700126;0.084342032;1;1;263;GO:0006355;NULL;NA;0.307723769;0.365290469;0.482484274;0.363610921;0.412270385;0.436062296;0.534016834;0.412388438;0.407814359;0.437134671;0.442857846;0.39037037;0.060301508;NA;NA;NA;0.223076923;0.222222222;2.014641288;1.627737226;1.719008264;2.328282828;1.887931034;1.995283019;26;14;7;17;7;10;FALSE;TRUE;0.168533551;0.100668874
TIGR02996;1.693045564;1.807407407;1.556451613;1.663043478;1.505300353;1.816091954;1.678044521;rpt_mate_G_obs: repeat-companion domain TIGR02996;0.01492667;0.078245652;0.608635377;0.056772746;1;0.002104329;0.067509199;1;1;1;NA;NA;NA;NA;0.253514063;0.305554545;0.346074295;0.227308818;0.284512973;0.210352929;0.7061075;0.620630699;0.667342564;0.595853636;0.573948378;0.667020286;0.175;0.286713287;NA;0.209090909;NA;0.2;1.693045564;1.807407407;1.556451613;1.663043478;1.505300353;1.816091954;37;10;17;48;23;40;FALSE;TRUE;0.217701049;0.293447462
TIGR02970;1.621035058;1.452261307;1.700223714;1.607679466;1.559139785;1.753914989;1.614357262;succ_dehyd_cytB: succinate dehydrogenase. cytochrome b556 subunit;0.031308943;1;0.023475679;0.106540248;0.855700077;0.01183983;0.068924596;1;1;0.353379511;120;GO:0000104;contributes_to;NA;0.278034335;0.307383806;0.279829359;0.2402499;0.287681657;0.250287619;0.61773468;0.538580645;0.537798205;0.649572637;0.599714286;0.605339345;0.177339901;0.109677419;NA;0.213930348;NA;0.107142857;1.621035058;1.452261307;1.700223714;1.607679466;1.559139785;1.753914989;34;23;27;37;20;33;FALSE;TRUE;0.152022632;0.33814413
TIGR02914;1.614173228;1.679245283;1.857651246;2.246376812;2.369565217;1.623333333;1.768448265;EpsI_fam: EpsI family protein;0.104996272;0.384633655;0.003619071;0.010346601;0.044872857;0.314521097;0.074934564;1;1;1;141;GO:0003674;NULL;NA;0.202468775;0.249994279;0.294953609;0.209176575;0.273111948;0.282262627;0.714822134;0.718886463;0.711908478;0.696918037;0.620941558;0.686835945;0.245059289;NA;0.460869565;0.109589041;NA;0.050691244;1.614173228;1.679245283;1.857651246;2.246376812;2.369565217;1.623333333;37;16;21;21;7;22;FALSE;TRUE;0.216552285;0.143831592
TIGR02122;1.70464135;1.891666667;1.84;2.695238095;2.134615385;2.588235294;2.013141026;TRAP_TAXI: TRAP transporter solute receptor. TAXI family;0.061499955;0.043450582;0.091908147;2.59E-07;0.115549659;0.126431655;0.076704051;1;1;1;141;GO:0005215;NULL;NA;0.341038297;0.425910191;0.294590581;0.387484327;0.386378957;0.442665511;0.617245647;0.611995064;0.656727829;0.533333333;0.541967374;0.578173375;0.347003155;0.382165605;0.272171254;0.269230769;0.064748201;0.207430341;1.70464135;1.891666667;1.84;2.695238095;2.134615385;2.588235294;12;11;8;5;3;4;FALSE;TRUE;0.257124887;0.073140043
TIGR02605;1.508640553;1.563862928;1.67804878;1.512966477;1.766062603;1.485418627;1.538414703;CxxC_CxxC_SSSS: putative regulatory protein. FmdB family;0.097868663;0.055966812;0.003491729;0.297721465;0.010111864;0.862623901;0.076917737;1;0.353304501;1;261;NA;NA;NA;0.186474667;0.256606056;0.273944682;0.183189353;0.230156121;0.227492824;0.6923158;0.736432722;0.737194855;0.676874029;0.618265431;0.659010305;0.106666667;0.222222222;NA;NA;0.181034483;0.114503817;1.508640553;1.563862928;1.67804878;1.512966477;1.766062603;1.485418627;144;83;76;141;54;96;FALSE;TRUE;0.156106797;0.221297406
TIGR00177;1.680952381;1.626326964;1.726027397;NA;NA;2.117647059;1.703489889;molyb_syn: molybdenum cofactor synthesis domain;0.114485264;0.064789493;0.02539123;NA;NA;0.089935155;0.077362324;1;1;0.851141875;NA;GO:0003824;NULL;NA;0.515349222;0.491753477;0.47664637;NA;NA;0.660146143;0.34;0.346211886;0.439333219;NA;NA;0.157142857;0.1;0.704545455;0.27739726;NA;NA;0.092857143;1.680952381;1.626326964;1.726027397;NA;NA;2.117647059;5;6;7;0;1;2;FALSE;TRUE;0.293699964;0.073650285
